epoch,train_cost,val_best,gap_pct
-1,0.0,52.149,2.25
0,52.2319,52.1046,2.16
1,52.0406,51.871,1.71
2,51.7607,51.6997,1.37
3,51.6953,51.6569,1.29
4,51.7484,51.6393,1.25
5,51.7471,51.6281,1.23
6,51.718,51.619,1.21
7,51.8006,51.6147,1.2
8,51.773,51.6328,1.24
9,51.8069,51.6347,1.24
