epoch,train_cost,val_best,gap_pct
-1,0.0,23.3882,1.43
0,23.932,23.4263,1.6
1,23.8661,23.3764,1.38
2,23.566,23.2783,0.95
3,23.5076,23.2619,0.88
4,23.525,23.242,0.8
5,23.5192,23.2296,0.74
6,23.4546,23.2351,0.77
7,23.4489,23.2316,0.75
8,23.4572,23.216,0.68
9,23.5025,23.2312,0.75
