epoch,train_cost,val_best,gap_pct
-1,0.0,23.2398,0.79
0,23.5653,23.2394,0.79
1,23.4567,23.1849,0.55
2,23.4111,23.1714,0.49
3,23.4381,23.1721,0.5
4,23.4948,23.1716,0.49
5,23.4666,23.1697,0.48
6,23.4052,23.1657,0.47
7,23.4134,23.2186,0.7
8,23.4788,23.2109,0.66
9,23.5082,23.2276,0.74
