epoch,train_cost,val_best,gap_pct
-1,0.0,23.2623,0.89
0,23.6186,23.2607,0.88
1,23.7192,23.2778,0.95
2,23.6849,23.2822,0.97
3,23.729,23.2981,1.04
4,23.7234,23.2981,1.04
5,23.7271,23.2898,1.01
6,23.6344,23.2871,0.99
7,23.5871,23.2801,0.96
8,23.5783,23.2824,0.97
9,23.5483,23.252,0.84
