epoch,train_cost,val_best,gap_pct
-1,0.0,23.2373,0.78
0,23.5325,23.2416,0.8
1,23.5479,23.2191,0.7
2,23.4262,23.1999,0.62
3,23.428,23.1925,0.58
4,23.461,23.1858,0.56
5,23.4893,23.1846,0.55
6,23.4194,23.186,0.56
7,23.4151,23.1866,0.56
8,23.4272,23.1843,0.55
9,23.4689,23.1864,0.56
