epoch,train_cost,val_best,gap_pct
-1,0.0,23.1964,0.6
0,23.3821,23.2033,0.63
1,23.4563,23.2056,0.64
2,23.4189,23.196,0.6
3,23.4394,23.2056,0.64
4,23.4891,23.2027,0.63
5,23.4762,23.1992,0.61
6,23.4476,23.2046,0.64
7,23.4165,23.2012,0.62
8,23.4415,23.2009,0.62
9,23.4843,23.2057,0.64
