epoch,train_cost,val_best,gap_pct
-1,0.0,23.2513,0.84
0,23.5647,23.276,0.95
1,23.5861,23.2379,0.78
2,23.4234,23.1983,0.61
3,23.4266,23.191,0.58
4,23.4572,23.1916,0.58
5,23.4588,23.1882,0.57
6,23.4173,23.1862,0.56
7,23.4051,23.1923,0.58
8,23.4289,23.187,0.56
9,23.4536,23.1849,0.55
