epoch,train_cost,val_best,gap_pct
-1,0.0,52.149,2.25
0,52.2369,52.1528,2.26
1,52.2982,52.1417,2.24
2,52.1761,52.0646,2.08
3,51.9047,51.8836,1.73
4,51.7853,51.7429,1.45
5,51.7363,51.6886,1.35
6,51.7063,51.6623,1.3
7,51.7373,51.6361,1.24
8,51.6918,51.6254,1.22
9,51.7151,51.612,1.2
