epoch,train_cost,val_best,gap_pct
-1,0.0,23.5201,2.0
0,24.1945,23.5618,2.19
1,24.1602,23.5366,2.08
2,23.7858,23.4496,1.7
3,23.707,23.3848,1.42
4,23.6792,23.3602,1.31
5,23.6593,23.3435,1.24
6,23.5964,23.3335,1.19
7,23.5836,23.3309,1.18
8,23.5971,23.3214,1.14
9,23.6416,23.3279,1.17
