epoch,train_cost,val_best,gap_pct
-1,0.0,52.1972,2.34
0,52.3915,52.2419,2.43
1,52.0678,51.8728,1.71
2,51.7339,51.7168,1.4
3,51.6795,51.6463,1.26
4,51.7362,51.6356,1.24
5,51.7291,51.6226,1.22
6,51.7068,51.6029,1.18
7,51.7766,51.5962,1.17
8,51.6927,51.5535,1.08
9,51.6389,51.5523,1.08
