epoch,train_cost,val_best,gap_pct
-1,0.0,23.2764,0.95
0,23.7879,23.3092,1.09
1,23.6453,23.2297,0.74
2,23.404,23.1759,0.51
3,23.418,23.1693,0.48
4,23.446,23.1661,0.47
5,23.452,23.1655,0.47
6,23.4148,23.1683,0.48
7,23.4061,23.1648,0.46
8,23.3762,23.1507,0.4
9,23.4156,23.149,0.39
