epoch,train_cost,val_best,gap_pct
-1,0.0,52.2047,2.36
0,52.2857,52.209,2.37
1,52.3678,52.208,2.37
2,52.3396,52.2062,2.36
3,52.288,52.1996,2.35
4,52.3154,52.1978,2.35
5,52.3283,52.2057,2.36
6,52.2564,52.1944,2.34
7,52.2278,52.1626,2.28
8,52.0771,52.1129,2.18
9,52.0488,52.0421,2.04
