epoch,train_cost,val_best,gap_pct
-1,0.0,51.6134,1.2
0,51.6612,51.6421,1.26
1,51.8288,51.6577,1.29
2,51.9858,51.6728,1.32
3,51.9748,51.6705,1.31
4,52.011,51.6784,1.33
5,52.0509,51.668,1.31
6,52.0078,51.6686,1.31
7,52.0494,51.682,1.33
8,52.0045,51.6796,1.33
9,51.9879,51.6752,1.32
