epoch,train_cost,val_best,gap_pct
-1,0.0,91.9924,8.49
0,95.8537,91.4862,7.89
1,94.2719,91.4681,7.86
2,97.3761,91.3497,7.73
3,95.6824,91.2612,7.62
4,95.2865,91.3033,7.68
5,96.1359,91.3674,7.75
6,94.18,91.2688,7.64
7,92.8517,91.202,7.55
8,95.6772,91.194,7.55
9,94.7446,91.4998,7.9
