epoch,train_cost,val_best,gap_pct
-1,0.0,91.1348,7.45
0,95.1859,91.0215,7.33
1,93.885,90.963,7.25
2,95.8337,90.965,7.25
3,93.8941,91.0213,7.31
4,94.1145,90.8826,7.16
5,94.7484,90.9701,7.26
6,92.8157,91.0065,7.31
7,91.5549,90.928,7.22
8,95.5617,90.7848,7.04
9,94.7451,90.8785,7.15
