epoch,train_cost,val_best,gap_pct
-1,0.0,23.2673,0.91
0,23.7215,23.3209,1.14
1,23.6411,23.2346,0.77
2,23.4135,23.1892,0.57
3,23.4136,23.1842,0.55
4,23.4402,23.1726,0.5
5,23.4425,23.1803,0.53
6,23.4278,23.1775,0.52
7,23.4041,23.174,0.5
8,23.4161,23.1699,0.49
9,23.4214,23.1713,0.49
