epoch,train_cost,val_best,gap_pct
-1,0.0,35.8962,0.44
0,38.3173,35.8248,0.24
1,37.7768,35.7816,0.12
2,38.4762,35.7974,0.16
3,37.6742,35.7998,0.17
4,37.6977,35.7833,0.12
5,37.9468,35.7922,0.15
6,37.2106,35.7667,0.09
7,37.0842,35.7764,0.11
8,38.0898,35.8138,0.21
9,37.8428,35.764,0.08
