epoch,train_cost,val_best,gap_pct
-1,0.0,91.6252,8.01
0,96.0067,91.6909,8.1
1,94.3347,91.6416,8.03
2,96.3392,91.7474,8.16
3,94.0552,91.6468,8.04
4,94.3268,91.7274,8.14
5,94.6223,91.7824,8.2
6,92.8516,91.5485,7.93
7,91.8629,91.6557,8.06
8,94.5172,91.666,8.06
9,93.7771,91.7407,8.15
