epoch,train_cost,val_best,gap_pct
-1,0.0,52.6537,3.24
0,52.839,52.6636,3.26
1,52.5723,52.3924,2.73
2,51.9538,52.0462,2.05
3,51.8081,51.9645,1.89
4,51.8278,51.9126,1.79
5,51.8378,51.8852,1.73
6,51.8018,51.8795,1.72
7,51.8599,51.8564,1.68
8,51.8049,51.8579,1.68
9,51.847,51.8401,1.64
