epoch,train_cost,val_best,gap_pct
-1,0.0,36.03,0.85
0,38.796,35.9475,0.62
1,37.9668,35.8333,0.3
2,38.6502,35.8214,0.26
3,37.8811,35.8146,0.25
4,38.001,35.8129,0.24
5,38.1375,35.8393,0.32
6,37.556,35.8003,0.21
7,37.1859,35.8393,0.32
8,38.2396,35.8041,0.22
9,37.9733,35.8061,0.22
