epoch,train_cost,val_best,gap_pct
-1,0.0,52.2699,2.49
0,52.553,52.3291,2.6
1,52.0719,51.8947,1.75
2,51.7318,51.7243,1.42
3,51.6729,51.6771,1.32
4,51.7363,51.6598,1.29
5,51.7344,51.6499,1.27
6,51.7185,51.6149,1.2
7,51.7543,51.6141,1.2
8,51.6732,51.5534,1.08
9,51.6125,51.5447,1.07
