epoch,train_cost,val_best,gap_pct
-1,0.0,51.6563,1.28
0,51.7052,51.6487,1.27
1,51.7593,51.6171,1.21
2,51.7923,51.6055,1.18
3,51.7563,51.589,1.15
4,51.7957,51.5902,1.15
5,51.8339,51.5904,1.15
6,51.7977,51.5867,1.15
7,51.8826,51.6014,1.18
8,51.8504,51.6006,1.18
9,51.9088,51.6031,1.18
