epoch,train_cost,val_best,gap_pct
-1,0.0,90.8108,7.09
0,94.9113,90.8645,7.15
1,93.7395,90.8368,7.12
2,95.8967,90.9063,7.2
3,93.8253,90.9218,7.22
4,94.0456,90.9358,7.24
5,94.6452,90.8799,7.17
6,92.8642,90.9125,7.21
7,91.5668,90.9235,7.22
8,94.2118,90.971,7.28
9,93.693,90.8301,7.11
