epoch,train_cost,val_best,gap_pct
-1,0.0,89.546,5.58
0,94.0735,89.5201,5.55
1,92.3137,89.5142,5.54
2,94.281,89.4874,5.51
3,92.3604,89.5783,5.62
4,92.9386,89.5023,5.53
5,93.2796,89.2254,5.2
6,92.257,89.3199,5.32
7,91.136,89.3422,5.35
8,94.1556,89.2894,5.29
9,93.0339,89.2234,5.2
