epoch,train_cost,val_best,gap_pct
-1,0.0,35.9151,0.51
0,38.566,35.8474,0.32
1,37.8882,35.7958,0.18
2,38.5436,35.7455,0.04
3,37.7254,35.7437,0.03
4,37.9149,35.7486,0.04
5,38.1732,35.7335,0.0
6,37.3568,35.7545,0.06
7,37.0722,35.7201,-0.04
8,38.034,35.7356,0.01
9,37.8588,35.7631,0.08
