epoch,train_cost,val_best,gap_pct
-1,0.0,36.4832,2.11
0,39.4487,36.3705,1.79
1,38.73,36.2939,1.57
2,39.3692,36.2436,1.44
3,38.3747,36.2531,1.46
4,38.6172,36.2718,1.52
5,38.9851,36.2592,1.48
6,38.2396,36.2365,1.42
7,37.9141,36.2405,1.43
8,39.0437,36.2729,1.52
9,38.6869,36.2632,1.49
