epoch,train_cost,val_best,gap_pct
-1,0.0,89.1702,5.15
0,93.1259,88.9965,4.94
1,91.7337,88.9851,4.92
2,93.6053,89.0037,4.96
3,91.5745,88.9481,4.89
4,92.1929,88.9364,4.88
5,92.5872,88.79,4.71
6,91.1803,88.8078,4.73
7,90.1737,88.7526,4.66
8,92.738,88.8375,4.76
9,91.9831,88.6407,4.52
