epoch,train_cost,val_best,gap_pct
-1,0.0,91.4422,7.81
0,95.345,91.0134,7.31
1,93.6591,90.9969,7.3
2,95.9898,90.9947,7.3
3,93.964,90.9896,7.29
4,94.1709,90.9419,7.22
5,94.6689,90.9898,7.28
6,93.0747,90.9369,7.22
7,91.8711,90.9633,7.24
8,94.3969,90.9119,7.2
9,93.408,91.0274,7.32
