epoch,train_cost,val_best,gap_pct
-1,0.0,36.1062,1.05
0,38.7985,36.02,0.81
1,38.1497,35.9645,0.66
2,38.711,35.9184,0.52
3,37.9079,35.8745,0.4
4,38.0817,35.9143,0.51
5,38.2558,35.9041,0.48
6,37.4717,35.9135,0.51
7,37.1654,35.888,0.43
8,38.3033,35.9188,0.52
9,38.1621,35.8938,0.45
