epoch,train_cost,val_best,gap_pct
-1,0.0,35.9151,0.51
0,38.716,35.9051,0.49
1,37.8915,35.9117,0.49
2,38.5219,35.861,0.36
3,37.6444,35.8357,0.29
4,37.7304,35.8334,0.28
5,37.9504,35.8285,0.26
6,37.4522,35.7885,0.16
7,37.1433,35.7895,0.16
8,38.1523,35.8013,0.19
9,37.9352,35.8107,0.21
