epoch,train_cost,val_best,gap_pct
-1,0.0,52.149,2.25
0,52.0966,51.8619,1.69
1,51.7824,51.6703,1.31
2,51.7527,51.6283,1.23
3,51.6996,51.6031,1.18
4,51.7843,51.6128,1.2
5,51.7845,51.5989,1.17
6,51.6497,51.5964,1.17
7,51.661,51.6373,1.25
8,52.2391,51.9001,1.76
9,52.5122,51.9701,1.9
