epoch,train_cost,val_best,gap_pct
-1,0.0,91.4874,7.88
0,95.5337,91.1532,7.49
1,93.6108,90.9519,7.25
2,96.0864,90.9367,7.24
3,93.7362,90.9549,7.25
4,94.0118,91.0406,7.36
5,94.7211,91.1049,7.43
6,92.7741,91.0663,7.39
7,91.8348,90.954,7.24
8,94.5824,90.9927,7.31
9,94.6857,90.8449,7.12
