epoch,train_cost,val_best,gap_pct
-1,0.0,35.9889,0.71
0,38.7829,36.0056,0.76
1,38.21,35.9955,0.73
2,38.8081,36.0185,0.79
3,37.914,36.0385,0.85
4,37.8581,36.0146,0.79
5,38.1341,36.0085,0.77
6,37.5091,35.9953,0.74
7,37.1556,36.0236,0.81
8,38.1649,35.9947,0.73
9,37.8942,35.98,0.69
