epoch,train_cost,val_best,gap_pct
-1,0.0,91.3133,7.64
0,95.2274,91.0382,7.32
1,93.8216,91.0503,7.34
2,95.7794,91.0514,7.34
3,93.6719,91.1551,7.45
4,94.2409,91.1048,7.39
5,95.3448,90.887,7.15
6,94.1214,90.7711,7.01
7,92.9248,90.861,7.12
8,95.5411,90.8057,7.06
9,94.8904,90.8887,7.15
