epoch,train_cost,val_best,gap_pct
-1,0.0,52.0257,2.01
0,52.0126,51.9145,1.79
1,51.9581,51.8259,1.62
2,51.79,51.689,1.35
3,51.7225,51.6786,1.33
4,51.7754,51.662,1.3
5,51.7945,51.6506,1.27
6,51.7741,51.6492,1.27
7,51.8478,51.6613,1.29
8,51.8331,51.6392,1.25
9,51.8831,51.6481,1.27
