epoch,train_cost,val_best,gap_pct
-1,0.0,92.3114,8.87
0,96.3796,92.0315,8.53
1,94.7146,91.9933,8.48
2,96.6022,91.9674,8.46
3,94.5423,91.8636,8.34
4,95.0706,92.087,8.59
5,95.4444,91.9641,8.45
6,93.8191,91.9213,8.4
7,92.7713,91.969,8.46
8,95.4243,91.9828,8.48
9,94.4525,91.9433,8.44
