epoch,train_cost,val_best,gap_pct
-1,0.0,35.7667,0.1
0,38.3478,35.7302,0.0
1,37.7636,35.756,0.08
2,38.5825,35.7613,0.09
3,37.7302,35.7762,0.13
4,37.7879,35.7559,0.07
5,38.108,35.7718,0.12
6,37.2953,35.7644,0.1
7,37.2075,35.7515,0.06
8,37.9991,35.7349,0.02
9,37.4987,35.7076,-0.06
