epoch,train_cost,val_best,gap_pct
-1,0.0,35.8853,0.42
0,38.2715,35.8944,0.45
1,37.8045,35.8655,0.37
2,38.4919,35.8758,0.4
3,37.6648,35.8752,0.4
4,37.6976,35.8716,0.39
5,37.8745,35.8806,0.41
6,37.2179,35.873,0.39
7,36.8681,35.908,0.49
8,38.0698,35.8755,0.4
9,37.789,35.8819,0.41
