idx,name,size,size_group,opt,baseline,base,model_anneal,model_no_anneal,mix_anneal,mix_no_anneal,model_anneal_best_head,model_anneal_best_head_iter,model_anneal_best_head_value,model_anneal_head_distribution,model_anneal_pairwise_jsd_bits,model_anneal_jensen_to_mean_bits,model_no_anneal_best_head,model_no_anneal_best_head_iter,model_no_anneal_best_head_value,model_no_anneal_head_distribution,model_no_anneal_pairwise_jsd_bits,model_no_anneal_jensen_to_mean_bits,mix_anneal_best_head,mix_anneal_best_head_iter,mix_anneal_best_head_value,mix_anneal_head_distribution,mix_anneal_pairwise_jsd_bits,mix_anneal_jensen_to_mean_bits,mix_no_anneal_best_head,mix_no_anneal_best_head_iter,mix_no_anneal_best_head_value,mix_no_anneal_head_distribution,mix_no_anneal_pairwise_jsd_bits,mix_no_anneal_jensen_to_mean_bits,base_I1000,base_time_I1000,model_anneal_I1000,model_anneal_time_I1000,model_no_anneal_I1000,model_no_anneal_time_I1000,mix_anneal_I1000,mix_anneal_time_I1000,mix_no_anneal_I1000,mix_no_anneal_time_I1000,base_I2000,base_time_I2000,model_anneal_I2000,model_anneal_time_I2000,model_no_anneal_I2000,model_no_anneal_time_I2000,mix_anneal_I2000,mix_anneal_time_I2000,mix_no_anneal_I2000,mix_no_anneal_time_I2000,base_I5000,base_time_I5000,model_anneal_I5000,model_anneal_time_I5000,model_no_anneal_I5000,model_no_anneal_time_I5000,mix_anneal_I5000,mix_anneal_time_I5000,mix_no_anneal_I5000,mix_no_anneal_time_I5000,base_I10000,base_time_I10000,model_anneal_I10000,model_anneal_time_I10000,model_no_anneal_I10000,model_no_anneal_time_I10000,mix_anneal_I10000,mix_anneal_time_I10000,mix_no_anneal_I10000,mix_no_anneal_time_I10000
0,dj38,38,<1K,6656.0,6656.0,,7241.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
