idx,name,opt,baseline,base,model_anneal,model_no_anneal,mix_anneal,mix_no_anneal,base_I1000,base_time_I1000,model_anneal_I1000,model_anneal_time_I1000,model_no_anneal_I1000,model_no_anneal_time_I1000,mix_anneal_I1000,mix_anneal_time_I1000,mix_no_anneal_I1000,mix_no_anneal_time_I1000,base_I2000,base_time_I2000,model_anneal_I2000,model_anneal_time_I2000,model_no_anneal_I2000,model_no_anneal_time_I2000,mix_anneal_I2000,mix_anneal_time_I2000,mix_no_anneal_I2000,mix_no_anneal_time_I2000,base_I5000,base_time_I5000,model_anneal_I5000,model_anneal_time_I5000,model_no_anneal_I5000,model_no_anneal_time_I5000,mix_anneal_I5000,mix_anneal_time_I5000,mix_no_anneal_I5000,mix_no_anneal_time_I5000,base_I10000,base_time_I10000,model_anneal_I10000,model_anneal_time_I10000,model_no_anneal_I10000,model_no_anneal_time_I10000,mix_anneal_I10000,mix_anneal_time_I10000,mix_no_anneal_I10000,mix_no_anneal_time_I10000
0,wi29,27603.0,27603.0,,27601.166015625,,,,,,27601.166015625,0.8841755390167236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,dj38,6656.0,6656.0,,6659.4384765625,,,,,,6659.4384765625,0.49570298194885254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,eil51,426.0,426.0,,428.8717956542969,,,,,,428.8717956542969,0.5333726406097412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,berlin52,7542.0,7542.0,,7544.365234375,,,,,,7544.365234375,0.5281016826629639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,st70,675.0,675.0,,677.1094970703125,,,,,,677.1094970703125,0.5557551383972168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,eil76,538.0,538.0,,544.3690185546875,,,,,,544.3690185546875,0.585252046585083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pr76,108159.0,108159.0,,108159.421875,,,,,,108159.421875,0.5700068473815918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,rat99,1211.0,1211.0,,1219.2432861328125,,,,,,1219.2432861328125,0.5934746265411377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,kroA100,21282.0,21282.0,,21285.435546875,,,,,,21285.435546875,0.5761034488677979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,kroB100,22141.0,22141.0,,22139.068359375,,,,,,22139.068359375,0.5797891616821289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,kroC100,20749.0,20749.0,,20750.7578125,,,,,,20750.7578125,0.5773611068725586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,kroD100,21294.0,21294.0,,21294.287109375,,,,,,21294.287109375,0.6166751384735107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,kroE100,22068.0,22068.0,,22119.892578125,,,,,,22119.892578125,0.5856649875640869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,rd100,7910.0,7910.0,,7910.39404296875,,,,,,7910.39404296875,0.5851395130157471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,eil101,629.0,629.0,,640.2115478515625,,,,,,640.2115478515625,0.5971782207489014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,lin105,14379.0,14379.0,,14382.9931640625,,,,,,14382.9931640625,0.5966947078704834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,pr107,44303.0,44303.0,,44301.67578125,,,,,,44301.67578125,0.5764179229736328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,pr124,59030.0,59030.0,,59030.7265625,,,,,,59030.7265625,0.5940568447113037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,bier127,118282.0,118282.0,,118293.4609375,,,,,,118293.4609375,0.623586893081665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ch130,6110.0,6110.0,,6110.7197265625,,,,,,6110.7197265625,0.6145038604736328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,xqf131,564.0,564.0,,566.4210815429688,,,,,,566.4210815429688,0.6085162162780762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,pr136,96772.0,96772.0,,96770.921875,,,,,,96770.921875,0.6193633079528809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,pr144,58537.0,58537.0,,58535.21875,,,,,,58535.21875,0.6004831790924072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ch150,6528.0,6528.0,,6530.900390625,,,,,,6530.900390625,0.6633508205413818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,kroA150,26524.0,26524.0,,26524.859375,,,,,,26524.859375,0.6214609146118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,kroB150,26130.0,26130.0,,26127.349609375,,,,,,26127.349609375,0.6171104907989502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,pr152,73682.0,73682.0,,73683.625,,,,,,73683.625,0.5968966484069824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,u159,42080.0,42080.0,,42075.65234375,,,,,,42075.65234375,0.626384973526001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,qa194,9352.0,9352.0,,9376.6435546875,,,,,,9376.6435546875,0.6468467712402344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,rat195,2323.0,2323.0,,2333.872802734375,,,,,,2333.872802734375,0.6736893653869629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,d198,15780.0,15780.0,,15811.6181640625,,,,,,15811.6181640625,0.6559872627258301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,kroA200,29368.0,29368.0,,29369.3984375,,,,,,29369.3984375,0.6522476673126221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,kroB200,29437.0,29437.0,,29440.40234375,,,,,,29440.40234375,0.6818327903747559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ts225,126643.0,126643.0,,126645.921875,,,,,,126645.921875,0.6828756332397461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,tsp225,3916.0,3916.0,,3859.0,,,,,,3859.0,0.7132151126861572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,pr226,80369.0,80369.0,,80370.234375,,,,,,80370.234375,0.744408369064331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,xqg237,1019.0,1019.0,,1031.225830078125,,,,,,1031.225830078125,0.6825461387634277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,gil262,2378.0,2378.0,,2386.635498046875,,,,,,2386.635498046875,0.7457690238952637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,pr264,49135.0,49135.0,,49134.99609375,,,,,,49134.99609375,0.8056168556213379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,a280,2579.0,2579.0,,2586.769287109375,,,,,,2586.769287109375,0.7962944507598877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,pr299,48191.0,48191.0,,48286.75390625,,,,,,48286.75390625,0.9421942234039307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,lin318,42029.0,42029.0,,42165.375,,,,,,42165.375,0.9572255611419678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,pma343,1368.0,1368.0,,1388.3267822265625,,,,,,1388.3267822265625,0.9268712997436523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,pka379,1332.0,1332.0,,1344.4102783203125,,,,,,1344.4102783203125,0.988213062286377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,bcl380,1621.0,1621.0,,1663.6278076171875,,,,,,1663.6278076171875,0.8765914440155029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,pbl395,1281.0,1281.0,,1296.63916015625,,,,,,1296.63916015625,0.957587480545044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,rd400,15281.0,15281.0,,15348.9599609375,,,,,,15348.9599609375,1.0249855518341064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,pbk411,1343.0,1343.0,,1362.5631103515625,,,,,,1362.5631103515625,1.022439956665039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,fl417,11861.0,11861.0,,11914.306640625,,,,,,11914.306640625,0.956512451171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,pbn423,1365.0,1365.0,,1382.9385986328125,,,,,,1382.9385986328125,0.9586327075958252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,pbm436,1443.0,1443.0,,1462.5125732421875,,,,,,1462.5125732421875,1.0121216773986816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,pr439,107217.0,107217.0,,109296.3671875,,,,,,109296.3671875,1.1146917343139648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
