idx,name,opt,baseline,base,model_anneal,model_no_anneal,mix_anneal,mix_no_anneal,base_I1000,base_time_I1000,model_anneal_I1000,model_anneal_time_I1000,model_no_anneal_I1000,model_no_anneal_time_I1000,mix_anneal_I1000,mix_anneal_time_I1000,mix_no_anneal_I1000,mix_no_anneal_time_I1000,base_I2000,base_time_I2000,model_anneal_I2000,model_anneal_time_I2000,model_no_anneal_I2000,model_no_anneal_time_I2000,mix_anneal_I2000,mix_anneal_time_I2000,mix_no_anneal_I2000,mix_no_anneal_time_I2000,base_I5000,base_time_I5000,model_anneal_I5000,model_anneal_time_I5000,model_no_anneal_I5000,model_no_anneal_time_I5000,mix_anneal_I5000,mix_anneal_time_I5000,mix_no_anneal_I5000,mix_no_anneal_time_I5000,base_I10000,base_time_I10000,model_anneal_I10000,model_anneal_time_I10000,model_no_anneal_I10000,model_no_anneal_time_I10000,mix_anneal_I10000,mix_anneal_time_I10000,mix_no_anneal_I10000,mix_no_anneal_time_I10000
0,wi29,27603.0,27603.0,,27601.166015625,,,,,,27601.166015625,0.7803213596343994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,dj38,6656.0,6656.0,,6659.4384765625,,,,,,6659.4384765625,0.5036759376525879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,eil51,426.0,426.0,,428.8717956542969,,,,,,428.8717956542969,0.5283153057098389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,berlin52,7542.0,7542.0,,7544.365234375,,,,,,7544.365234375,0.5217182636260986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,st70,675.0,675.0,,677.1095581054688,,,,,,677.1095581054688,0.5949475765228271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,eil76,538.0,538.0,,544.3690185546875,,,,,,544.3690185546875,0.5866367816925049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pr76,108159.0,108159.0,,108159.421875,,,,,,108159.421875,0.5771541595458984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,rat99,1211.0,1211.0,,1219.2432861328125,,,,,,1219.2432861328125,0.5938267707824707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,kroA100,21282.0,21282.0,,21285.435546875,,,,,,21285.435546875,0.5819191932678223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,kroB100,22141.0,22141.0,,22139.068359375,,,,,,22139.068359375,0.5848972797393799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,kroC100,20749.0,20749.0,,20750.7578125,,,,,,20750.7578125,0.5808296203613281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,kroD100,21294.0,21294.0,,21294.287109375,,,,,,21294.287109375,0.5812792778015137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,kroE100,22068.0,22068.0,,22119.892578125,,,,,,22119.892578125,0.5884683132171631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,rd100,7910.0,7910.0,,7910.39404296875,,,,,,7910.39404296875,0.5879199504852295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,eil101,629.0,629.0,,640.2115478515625,,,,,,640.2115478515625,0.6088681221008301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,lin105,14379.0,14379.0,,14382.9931640625,,,,,,14382.9931640625,0.5983335971832275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,pr107,44303.0,44303.0,,44301.67578125,,,,,,44301.67578125,0.5825433731079102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,pr124,59030.0,59030.0,,59030.7265625,,,,,,59030.7265625,0.6055119037628174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
