idx,name,opt,baseline,base,model_anneal,model_no_anneal,mix_anneal,mix_no_anneal,base_I1000,base_time_I1000,model_anneal_I1000,model_anneal_time_I1000,model_no_anneal_I1000,model_no_anneal_time_I1000,mix_anneal_I1000,mix_anneal_time_I1000,mix_no_anneal_I1000,mix_no_anneal_time_I1000,base_I2000,base_time_I2000,model_anneal_I2000,model_anneal_time_I2000,model_no_anneal_I2000,model_no_anneal_time_I2000,mix_anneal_I2000,mix_anneal_time_I2000,mix_no_anneal_I2000,mix_no_anneal_time_I2000,base_I5000,base_time_I5000,model_anneal_I5000,model_anneal_time_I5000,model_no_anneal_I5000,model_no_anneal_time_I5000,mix_anneal_I5000,mix_anneal_time_I5000,mix_no_anneal_I5000,mix_no_anneal_time_I5000,base_I10000,base_time_I10000,model_anneal_I10000,model_anneal_time_I10000,model_no_anneal_I10000,model_no_anneal_time_I10000,mix_anneal_I10000,mix_anneal_time_I10000,mix_no_anneal_I10000,mix_no_anneal_time_I10000
0,wi29,27603.0,27603.0,,27601.166015625,,,,,,27601.166015625,0.7916262149810791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,dj38,6656.0,6656.0,,6659.4384765625,,,,,,6659.4384765625,0.5023086071014404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,eil51,426.0,426.0,,428.9815979003906,,,,,,428.9815979003906,0.5274293422698975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,berlin52,7542.0,7542.0,,7544.365234375,,,,,,7544.365234375,0.5184972286224365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,st70,675.0,675.0,,677.1094970703125,,,,,,677.1094970703125,0.5500166416168213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,eil76,538.0,538.0,,544.3690185546875,,,,,,544.3690185546875,0.5800738334655762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pr76,108159.0,108159.0,,108159.421875,,,,,,108159.421875,0.5651779174804688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,rat99,1211.0,1211.0,,1219.2432861328125,,,,,,1219.2432861328125,0.5862712860107422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,kroA100,21282.0,21282.0,,21285.435546875,,,,,,21285.435546875,0.5741562843322754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,kroB100,22141.0,22141.0,,22139.068359375,,,,,,22139.068359375,0.575767993927002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
