run,idx,name,opt,model_anneal,gap_pct
cvrp_full_mh_25-25-25-25,67,X-n491-k59,66.54954954954955,68.24553680419922,2.54845790
cvrp_full_mh_25-25-25-25,68,X-n502-k39,69.226,69.587890625,0.52276692
cvrp_full_mh_25-25-25-25,69,X-n513-k21,24.249498997995993,24.964262008666992,2.94753723
cvrp_full_mh_25-25-25-25,70,X-n524-k153,154.593,157.11434936523438,1.63095959
cvrp_full_mh_25-25-25-25,71,X-n536-k96,94.846,97.0658187866211,2.34044534
cvrp_full_mh_25-25-25-25,72,X-n548-k50,86.7,95.33660888671875,9.96148661
cvrp_full_mh_25-25-25-25,73,X-n561-k42,42.75975975975976,43.9293212890625,2.73519200
cvrp_full_mh_25-25-25-25,74,X-n573-k30,50.673,51.67021942138672,1.96795023
cvrp_full_mh_25-25-25-25,75,X-n586-k159,191.46478873239437,196.6793670654297,2.72351818
cvrp_full_mh_25-25-25-25,76,X-n599-k92,108.451,111.12562561035156,2.46620650
cvrp_full_mh_25-25-25-25,77,X-n613-k62,59.65430861723447,61.468502044677734,3.04117753
cvrp_full_mh_25-25-25-25,78,X-n627-k43,62.226226226226224,64.19021606445312,3.15620914
cvrp_full_mh_25-25-25-25,79,X-n641-k35,63.747747747747745,65.13639831542969,2.17835236
cvrp_full_mh_25-25-25-25,80,X-n655-k131,110.5383022774327,110.97832489013672,0.39807253
cvrp_full_mh_25-25-25-25,81,X-n670-k130,146.47847847847848,150.65817260742188,2.85345272
cvrp_full_mh_25-25-25-25,82,X-n685-k75,68.4789156626506,69.66851806640625,1.73718055
cvrp_full_mh_25-25-25-25,83,X-n701-k44,81.923,84.06209564208984,2.61110511
cvrp_full_mh_25-25-25-25,84,X-n716-k35,44.30337078651685,45.52863311767578,2.76561875
cvrp_full_mh_25-25-25-25,85,X-n733-k159,136.32332332332334,138.9451904296875,1.92327112
cvrp_full_mh_25-25-25-25,86,X-n749-k98,77.89213709677419,79.88426971435547,2.55755291
cvrp_full_mh_25-25-25-25,87,X-n766-k71,114.417,116.65373229980469,1.95489508
cvrp_full_mh_25-25-25-25,88,X-n783-k48,72.53106212424849,74.43601989746094,2.62640270
cvrp_full_mh_25-25-25-25,89,X-n801-k40,73.311,74.58507537841797,1.73790479
cvrp_full_mh_25-25-25-25,90,X-n819-k171,158.121,162.21026611328125,2.58616257
