variant,decoder,rank,loss_js,train_rc,eval_rc,gap_pct,mean_cost,mean_time_s,head_logit_corr,head_topk_overlap,head_selected_edge_overlap,head_best_fraction,head_improvement_fraction,checkpoint,summary_json
deep_lora_r4,deep_lora,4,0.0,0,0,1.700452657846304,6769.18212890625,0.009818077087402344,0.9999827444553375,0.9285714285714285,,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]",results/multihead_decoder_sweep/smoke_deep_lora/checkpoints/tsp/n20/tsp_n20_k4_ants4_H1_miniH1_rho0.1_mne2_ppo_lr5e-06_mh4_polynet_lora_r4_deep_lora_deep_lora_r4_best.pt,results/multihead_decoder_sweep/smoke_deep_lora/deep_lora_r4_summary.json
